t,x,y
4324.53027,0.18492,0.38547
4324.5463899999995,0.18725999999999998,0.3973
4324.5625,0.17858,0.39982
4324.5786100000005,0.19104000000000002,0.38821
4324.59473,0.19251,0.39615
4324.61084,0.18379,0.42166000000000003
4324.62695,0.16866,0.45246000000000003
4324.64307,0.16985999999999998,0.4577
4324.65918,0.18916,0.4297
4324.67578,0.20476,0.4261
4324.6923799999995,0.20207,0.41186000000000006
4324.7085,0.20206,0.40081
4324.72461,0.18691,0.42301000000000005
4324.740720000001,0.18691,0.42301000000000005
4324.75684,0.20414000000000002,0.39476999999999995
4324.77344,0.19029000000000001,0.39173
4324.78906,0.19068,0.39366999999999996
4324.80566,0.20926,0.36073
4324.821779999999,0.21558000000000002,0.37711999999999996
4324.83789,0.2169,0.3851
4324.854,0.20334000000000002,0.42025
4324.8701200000005,0.20825,0.44675
4324.88965,0.20685,0.43933
4324.90283,0.20519,0.44461999999999996
4324.92285,0.20861,0.35966
4324.93604,0.206,0.34444
4324.95068,0.18706,0.37724
4324.96729,0.17972,0.36966
4324.9917,0.17962,0.36873
4325.00635,0.19272999999999998,0.39468000000000003
4325.01758,0.19707,0.38598000000000005
4325.031739999999,0.19941,0.39847
4325.04883,0.18433,0.42231
4325.06396,0.20063,0.44616000000000006
4325.08057,0.20259000000000002,0.45611999999999997
4325.1001,0.19121,0.44883
4325.1123,0.21199,0.40271999999999997
4325.12891,0.21074,0.39599
4325.14453,0.22405,0.3988
4325.1611299999995,0.20818000000000003,0.36569
4325.17969,0.2077,0.36280999999999997
4325.19336,0.19397,0.44155
4325.209470000001,0.18367,0.40525
4325.24219,0.18459,0.40981000000000006
4325.25781,0.21255,0.42923999999999995
4325.27441,0.18475,0.44823999999999997
4325.291020000001,0.18417999999999998,0.44575
4325.31006,0.19121,0.44378
4325.32324,0.20419,0.435
4325.3388700000005,0.20229,0.42504
4325.35547,0.18345,0.4028
4325.37158,0.17381,0.39569
4325.3877,0.17232,0.38852
4325.40527,0.16992000000000002,0.40445
4325.41943,0.18585,0.40033
4325.43652,0.18787,0.4103
4325.4526399999995,0.18914,0.44108
4325.468260000001,0.19357,0.43596
4325.4848600000005,0.19647,0.4502
4325.50098,0.18419000000000002,0.46168000000000003
4325.51709,0.22055,0.40855
4325.5332,0.22169,0.41518999999999995
4325.54932,0.20319,0.5008100000000001
4325.56543,0.21144000000000002,0.47293
4325.58203,0.21188,0.47521
4325.6001,0.22195,0.49936
