t,x,y
4324.53027,0.44171000000000005,0.83834
4324.5463899999995,0.44837,0.8249700000000001
4324.5625,0.44846,0.82363
4324.5786100000005,0.42282,0.77752
4324.59473,0.46633,0.80613
4324.61084,0.46358999999999995,0.80419
4324.62695,0.44501,0.7915300000000001
4324.64307,0.46587,0.81409
4324.65918,0.46717,0.81503
4324.67578,0.42466000000000004,0.81233
4324.6923799999995,0.43391,0.75918
4324.7085,0.43643000000000004,0.76552
4324.72461,0.45892,0.75108
4324.740720000001,0.45353999999999994,0.72911
4324.75684,0.45378,0.7278600000000001
4324.77344,0.43246,0.77254
4324.78906,0.4578,0.82544
4324.80566,0.45668000000000003,0.8234
4324.821779999999,0.46917,0.76622
4324.83789,0.41939,0.81829
4324.854,0.41677,0.81419
4324.8701200000005,0.41956000000000004,0.74447
4324.88965,0.40596,0.7668699999999999
4324.90283,0.40602,0.7681899999999999
4324.92285,0.4196,0.78147
4324.93604,0.43718999999999997,0.7306699999999999
4324.95068,0.43842,0.73168
4324.96729,0.41773999999999994,0.7125
4324.9917,0.43385,0.76531
4325.00635,0.43385,0.76531
4325.01758,0.4791,0.76689
4325.031739999999,0.38297,0.76246
4325.04883,0.38294,0.76242
4325.06396,0.43596,0.78632
4325.08057,0.39044,0.75468
4325.1001,0.39044,0.75468
4325.1123,0.45083,0.75497
4325.12891,0.39681,0.7770699999999999
4325.14453,0.39821999999999996,0.7793
4325.1611299999995,0.39682,0.658
4325.17969,0.38452,0.79179
4325.19336,0.38456999999999997,0.79297
4325.209470000001,0.36493000000000003,0.80567
4325.24219,0.42228000000000004,0.71317
4325.25781,0.42611000000000004,0.7195600000000001
4325.27441,0.45819,0.84911
4325.291020000001,0.41323999999999994,0.8211700000000001
4325.31006,0.41184,0.81906
4325.32324,0.37923,0.7833600000000001
4325.3388700000005,0.42438000000000003,0.8218200000000001
4325.35547,0.42294,0.81825
4325.37158,0.40629,0.7349899999999999
4325.3877,0.35176999999999997,0.7339100000000001
4325.40527,0.34857,0.73045
4325.41943,0.3714,0.69599
4325.43652,0.35546,0.72749
4325.4526399999995,0.35709,0.72996
4325.468260000001,0.38076,0.7319100000000001
4325.4848600000005,0.38131,0.7400399999999999
4325.50098,0.38323,0.74419
4325.51709,0.3907,0.8006300000000001
4325.5332,0.44616999999999996,0.74607
4325.54932,0.44756,0.74742
4325.56543,0.42101000000000005,0.77499
4325.58203,0.41989,0.7237899999999999
4325.6001,0.41989,0.7237899999999999
4325.61377,0.42256000000000005,0.73938
4325.6298799999995,0.46968999999999994,0.74464
4325.646479999999,0.46737,0.7407699999999999
4325.6626,0.45781000000000005,0.69471
4325.68555,0.44468,0.74747
4325.694820000001,0.44493999999999995,0.74512
4325.711429999999,0.44923,0.8088
4325.72705,0.41455,0.8194799999999999
4325.74365,0.41163999999999995,0.81645
4325.76123,0.40576,0.8185
4325.77539,0.42396000000000006,0.74263
4325.79199,0.42394,0.74258
4325.80811,0.43323,0.78845
4325.82422,0.44186000000000003,0.76871
4325.84082,0.44441,0.77367
4325.85693,0.45308999999999994,0.74798
4325.87256,0.46893999999999997,0.84804
4325.88916,0.46985,0.851
4325.90527,0.42571000000000003,0.84329
4325.92383,0.49567,0.82484
4325.9375,0.49568,0.82488
4325.9536100000005,0.4998,0.8183699999999999
4325.97021,0.49126000000000003,0.8293299999999999
4325.98633,0.49063999999999997,0.82581
4326.00195,0.44772,0.75994
4326.01855,0.45177,0.71383
4326.03516,0.44955,0.70863
4326.05078,0.44448000000000004,0.74179
4326.0673799999995,0.47591000000000006,0.69787
4326.08301,0.47529,0.69375
4326.09912,0.45131000000000004,0.71544
4326.115229999999,0.41218,0.74116
4326.13184,0.41063999999999995,0.73836
4326.14795,0.40869,0.81971
4326.16406,0.40713,0.8092699999999999
4326.180179999999,0.40391,0.80678
4326.19629,0.44325,0.73834
4326.2124,0.44335,0.7502300000000001
4326.229,0.44609,0.75249
4326.2451200000005,0.40859,0.85119
4326.26123,0.44475,0.77047
4326.27734,0.44416000000000005,0.77272
4326.29346,0.44493,0.81747
4326.30957,0.47777,0.8410200000000001
4326.32568,0.47805,0.8400299999999999
4326.3418,0.43395,0.80757
4326.3584,0.44388,0.8194799999999999
4326.374510000001,0.44506999999999997,0.82283
4326.39063,0.44936000000000004,0.83367
4326.40625,0.41886999999999996,0.80567
4326.42285,0.41886999999999996,0.80567
4326.43896,0.48208999999999996,0.81819
4326.45508,0.42631,0.79173
4326.47119,0.42915,0.7953899999999999
4326.4873,0.44261999999999996,0.82857
4326.50391,0.44703999999999994,0.86859
4326.51953,0.44588,0.8658299999999999
4326.5361299999995,0.47031999999999996,0.8678899999999999
4326.55176,0.45998999999999995,0.73439
4326.56787,0.45971999999999996,0.7357100000000001
4326.584470000001,0.48586999999999997,0.8344
4326.60059,0.44996,0.81986
4326.61816,0.44996,0.81986
4326.63281,0.49386,0.8406299999999999
4326.648929999999,0.48623,0.81597
4326.66504,0.48735,0.8184
4326.68164,0.46776999999999996,0.85695
4326.69775,0.46976999999999997,0.78837
4326.7138700000005,0.46892,0.7849
4326.73047,0.40788,0.8744200000000001
4326.74658,0.46051000000000003,0.88971
4326.7627,0.46019,0.8904799999999999
4326.77881,0.44537,0.74387
4326.79443,0.46378,0.77086
4326.81104,0.46495,0.77186
4326.82715,0.45871999999999996,0.7850600000000001
4326.843260000001,0.45059,0.8210700000000001
4326.8598600000005,0.45023,0.8228
4326.87598,0.46376999999999996,0.74137
4326.89209,0.47413,0.7280300000000001
4326.9082,0.47535,0.72933
4326.92432,0.49732,0.84364
4326.94043,0.48578000000000005,0.76299
4326.95654,0.48572,0.76462
4326.97314,0.49432,0.827
4326.98877,0.45493999999999996,0.81963
4327.0048799999995,0.45607,0.8216899999999999
4327.021479999999,0.46908,0.83109
4327.03711,0.48876000000000003,0.84646
4327.053220000001,0.48878,0.84649
4327.069820000001,0.48908,0.81304
4327.08545,0.45974,0.81585
4327.10205,0.45974,0.81585
4327.11816,0.48628999999999994,0.8452200000000001
4327.134279999999,0.5266,0.8299
4327.15088,0.5270699999999999,0.82904
4327.16699,0.55435,0.8004899999999999
4327.18311,0.53403,0.77935
4327.19922,0.53285,0.77809
4327.21533,0.5351199999999999,0.78835
4327.23145,0.52841,0.7809699999999999
4327.24756,0.52841,0.7809699999999999
4327.26367,0.54414,0.81593
4327.27979,0.54367,0.7791399999999999
4327.2963899999995,0.5449,0.78037
4327.312010000001,0.54567,0.76866
4327.3286100000005,0.50439,0.81639
4327.344239999999,0.5031800000000001,0.81526
4327.36084,0.54632,0.81025
4327.37695,0.52503,0.83854
4327.39355,0.5254300000000001,0.8375600000000001
4327.40967,0.45508000000000004,0.79038
4327.42529,0.53898,0.8617100000000001
4327.44189,0.53832,0.85987
4327.45752,0.53697,0.7894800000000001
4327.47412,0.52541,0.7568600000000001
4327.490229999999,0.5253899999999999,0.75681
4327.50684,0.48116000000000003,0.77458
4327.52246,0.4577,0.7731600000000001
4327.538570000001,0.45758000000000004,0.7743399999999999
4327.555179999999,0.5050100000000001,0.83425
4327.57129,0.45342,0.79778
4327.58789,0.45457,0.79998
4327.603520000001,0.5302399999999999,0.8229200000000001
4327.61963,0.4676,0.85921
4327.63574,0.46762,0.85924
4327.65186,0.54006,0.77798
4327.66797,0.49113999999999997,0.7924800000000001
4327.68457,0.49311000000000005,0.79548
4327.7002,0.50935,0.8718899999999999
4327.71631,0.49033999999999994,0.8993899999999999
4327.73291,0.48936,0.8976799999999999
4327.74902,0.5090899999999999,0.8197399999999999
4327.76563,0.51277,0.8545299999999999
4327.78125,0.51194,0.85259
4327.79785,0.51094,0.8606799999999999
4327.81396,0.43814,0.8375100000000001
4327.83008,0.43592,0.83394
4327.84619,0.46579,0.80488
4327.8623,0.42733999999999994,0.79274
4327.87891,0.42722,0.794
4327.89502,0.51143,0.76776
4327.9111299999995,0.45305,0.8199
4327.92676,0.45543,0.82281
4327.94287,0.50597,0.81121
4327.959470000001,0.5054,0.82614
4327.9751,0.5050100000000001,0.8281
4327.99121,0.46576999999999996,0.81221
4328.00781,0.50037,0.7911600000000001
4328.02441,0.50183,0.7914100000000001
4328.04004,0.46671999999999997,0.8315299999999999
4328.05615,0.5191600000000001,0.85309
4328.07275,0.5179699999999999,0.8520399999999999
4328.08838,0.45065,0.84459
4328.10498,0.43146999999999996,0.8339700000000001
4328.12158,0.43178999999999995,0.83339
4328.1377,0.43818999999999997,0.82614
4328.15332,0.43576000000000004,0.76876
4328.16943,0.43576000000000004,0.76876
4328.18555,0.4573,0.85575
4328.20215,0.5084,0.89484
4328.218260000001,0.50755,0.89315
4328.2338899999995,0.51285,0.8217
4328.25,0.49161000000000005,0.7504
4328.2666,0.49161000000000005,0.7504
4328.28271,0.50043,0.79686
4328.29932,0.49521000000000004,0.82837
4328.31543,0.49609,0.83035
4328.33154,0.52265,0.76317
4328.34766,0.43463,0.84085
4328.36377,0.43586,0.84278
4328.3798799999995,0.45006,0.77976
4328.39551,0.49004,0.8054899999999999
4328.4126,0.48988000000000004,0.80671
4328.428220000001,0.46316,0.85044
4328.44434,0.48408,0.8663700000000001
4328.46094,0.48525,0.8674
4328.47705,0.47701000000000005,0.8354600000000001
4328.49365,0.50771,0.90102
4328.509279999999,0.50683,0.89935
4328.52539,0.42918,0.75994
4328.5415,0.51294,0.8306899999999999
4328.55811,0.5121,0.82865
4328.57373,0.49423,0.78132
