"","t","x","y"
"10300",167529,0.160794,0.504043
"10301",167544,0.160443,0.503657
"10302",167560,0.159918,0.503206
"10303",167575,0.159273,0.502622
"10304",167591,0.15909,0.501862
"10305",167607,0.158518,0.50155
"10306",167622,0.157976,0.501559
"10307",167638,0.157511,0.500903
"10308",167653,0.157185,0.50046
"10309",167669,0.154879,0.497941
"10310",167685,0.154506,0.49658
"10311",167700,0.154048,0.495397
"10312",167716,0.153145,0.493401
"10313",167731,0.153005,0.490934
"10314",167747,0.152903,0.488415
"10315",167763,0.152914,0.485815
"10316",167778,0.153008,0.483223
"10317",167794,0.152762,0.480184
"10318",167825,0.1527,0.476681
"10319",167841,0.152704,0.471849
"10320",167856,0.152752,0.466307
"10321",167872,0.152698,0.460812
"10322",167887,0.152439,0.455443
"10323",167903,0.147069,0.440003
"10324",167919,0.150064,0.435465
"10325",167934,0.15303,0.44371
"10326",167950,0.157455,0.45108
"10327",167965,0.161903,0.45948
"10328",167981,0.166062,0.465544
"10329",167997,0,0
"10330",168012,0,0
"10331",168028,0,0
"10332",168043,0,0
"10333",168059,0.163747,0.44492
"10334",168075,0.177577,0.447536
"10335",168090,0.177528,0.415941
"10336",168106,0.185517,0.424023
"10337",168121,0.192263,0.414649
"10338",168137,0.197729,0.405707
"10339",168153,0.202046,0.403894
"10340",168184,0.206492,0.403416
"10341",168199,0.209995,0.403131
"10342",168215,0.213098,0.403295
"10343",168231,0.215339,0.403168
"10344",168246,0.217875,0.402829
"10345",168262,0.220583,0.402968
"10346",168277,0.223055,0.402865
"10347",168293,0.225825,0.403643
"10348",168309,0.22891,0.404513
"10349",168324,0.231576,0.407658
"10350",168340,0.23426,0.411885
"10351",168355,0.236169,0.417211
"10352",168371,0.237091,0.421211
"10353",168387,0.237482,0.423455
"10354",168402,0.238194,0.424848
"10355",168418,0.23869,0.427509
"10356",168433,0.2408,0.431592
"10357",168449,0.243299,0.436371
"10358",168465,0.245793,0.44117
"10359",168480,0.248605,0.444522
"10360",168496,0.251636,0.449047
"10361",168511,0.253176,0.453683
"10362",168527,0.253594,0.457012
"10363",168543,0.253362,0.460575
"10364",168558,0.251247,0.462381
"10365",168589,0.250256,0.464623
"10366",168605,0.249828,0.467608
"10367",168621,0.249185,0.468943
"10368",168636,0.249533,0.471183
"10369",168652,0.24993,0.473291
"10370",168667,0.250308,0.47472
"10371",168683,0.25089,0.476304
"10372",168699,0.251235,0.477017
"10373",168714,0.250926,0.477829
"10374",168730,0.250293,0.479287
"10375",168745,0.249373,0.482222
"10376",168761,0.248758,0.485604
"10377",168777,0.249142,0.489478
"10378",168792,0.24944,0.493581
"10379",168808,0.250356,0.497629
"10380",168823,0.25078,0.503041
"10381",168839,0.250744,0.50802
"10382",168855,0.251449,0.512939
"10383",168870,0.251529,0.517051
"10384",168901,0.245348,0.522008
"10385",168901,0.239401,0.527016
"10386",168917,0.235134,0.531989
"10387",168933,0.230569,0.538064
"10388",168948,0.225943,0.544497
"10389",168964,0.221564,0.550521
"10390",168995,0.216416,0.556279
"10391",169011,0.211555,0.561367
"10392",169026,0.207915,0.565362
"10393",169042,0.205314,0.568198
"10394",169057,0.203248,0.569274
"10395",169073,0.20161,0.570136
"10396",169089,0.199801,0.570037
"10397",169104,0.198349,0.569796
"10398",169120,0.197196,0.570909
"10399",169135,0.195958,0.571912
"10400",169151,0.194646,0.572817
"10401",169167,0.193276,0.573052
"10402",169182,0.192015,0.571839
"10403",169198,0.191158,0.571046
"10404",169213,0.191037,0.57012
"10405",169229,0.191591,0.569801
"10406",169245,0.192007,0.570641
"10407",169260,0.191682,0.572717
"10408",169276,0.191251,0.57406
"10409",169291,0.190867,0.576536
"10410",169307,0.190597,0.579662
"10411",169323,0.19115,0.585086
"10412",169338,0.191031,0.592341
"10413",169354,0.19112,0.599075
"10414",169369,0.191668,0.606399
"10415",169385,0.190329,0.613712
"10416",169401,0.189878,0.619998
"10417",169416,0.188928,0.626681
"10418",169432,0.187319,0.631511
"10419",169447,0,0
"10420",169463,0,0
"10421",169494,0,0
"10422",169510,0,0
"10423",169525,0,0
"10424",169541,0,0
"10425",169557,0,0
"10426",169588,0,0
"10427",169603,0,0
"10428",169603,0,0
"10429",169635,0,0
"10430",169650,0,0
"10431",169650,0,0
"10432",169681,0.179356,0.631958
"10433",169697,0.17151,0.632819
"10434",169697,0.173419,0.628154
"10435",169713,0.173126,0.625252
"10436",169728,0.173271,0.623084
"10437",169744,0.173028,0.621168
"10438",169759,0.172663,0.61865
"10439",169775,0.172796,0.617153
"10440",169791,0.172671,0.616253
"10441",169806,0.173004,0.614992
"10442",169822,0.173718,0.614138
"10443",169853,0.173982,0.613069
"10444",169869,0.174226,0.612056
"10445",169884,0.17439,0.611184
"10446",169900,0.174487,0.610594
"10447",169915,0.174451,0.610017
"10448",169931,0.174254,0.608957
"10449",169947,0.174137,0.607971
"10450",169962,0.173808,0.606469
"10451",169978,0.173711,0.604526
"10452",169993,0.173468,0.602528
"10453",170009,0.173162,0.599479
"10454",170025,0.172932,0.597136
"10455",170040,0.172748,0.59497
"10456",170056,0.172538,0.593232
"10457",170071,0.172208,0.592648
"10458",170087,0.171762,0.591302
"10459",170103,0.171277,0.591191
"10460",170118,0.171345,0.590418
"10461",170134,0.171649,0.589888
"10462",170149,0.171866,0.589381
"10463",170165,0.172178,0.588175
"10464",170181,0.172109,0.587675
"10465",170196,0.172216,0.586822
"10466",170227,0.172269,0.586817
"10467",170243,0.172436,0.586772
"10468",170259,0.172501,0.586186
"10469",170274,0.172395,0.585375
"10470",170290,0.172227,0.584326
"10471",170305,0.171685,0.583709
"10472",170321,0.171457,0.583377
"10473",170337,0.171121,0.58366
"10474",170352,0.171033,0.583966
"10475",170368,0.170909,0.584378
"10476",170383,0.170526,0.585177
"10477",170399,0.170287,0.585621
"10478",170415,0.169838,0.585951
"10479",170430,0.169237,0.586556
"10480",170446,0.168872,0.586569
"10481",170461,0.168263,0.586757
"10482",170477,0.167672,0.586893
"10483",170493,0.167443,0.586514
"10484",170508,0.16712,0.586395
"10485",170524,0.166996,0.586208
"10486",170539,0.166888,0.585858
"10487",170555,0.166662,0.585606
"10488",170571,0.166646,0.585397
"10489",170586,0.166407,0.585064
"10490",170617,0.166069,0.584995
"10491",170633,0.165698,0.584922
"10492",170649,0.16513,0.584952
"10493",170664,0.164887,0.585084
"10494",170680,0.164743,0.585189
"10495",170695,0.164696,0.585421
"10496",170711,0.164847,0.585594
"10497",170727,0.164839,0.585837
"10498",170742,0.164818,0.585729
"10499",170758,0.164727,0.585395
"10500",170773,0.164622,0.584968
"10501",170789,0.164594,0.584433
"10502",170805,0.164493,0.583528
"10503",170820,0.16448,0.582148
"10504",170836,0.164346,0.581347
"10505",170851,0.164154,0.580628
"10506",170867,0.164546,0.580637
"10507",170883,0.164834,0.581214
"10508",170898,0.165007,0.581846
"10509",170914,0.164818,0.582186
"10510",170929,0.164568,0.582378
"10511",170945,0.164301,0.582513
"10512",170976,0.16408,0.582121
"10513",170992,0.164094,0.581602
"10514",171007,0.164217,0.580792
"10515",171023,0.164469,0.57986
"10516",171039,0.164878,0.579419
"10517",171054,0.165382,0.579453
"10518",171070,0.165646,0.579703
"10519",171085,0.165818,0.580622
"10520",171101,0.165789,0.580877
"10521",171117,0.165696,0.581204
"10522",171132,0.165781,0.581347
"10523",171148,0.165979,0.580772
"10524",171163,0.166193,0.580071
"10525",171179,0.166308,0.579455
"10526",171195,0.166364,0.578735
"10527",171210,0.166456,0.578909
"10528",171226,0.166902,0.57959
"10529",171241,0.167186,0.580301
"10530",171257,0.167274,0.581093
"10531",171273,0.167216,0.5812
"10532",171288,0.166929,0.581065
"10533",171304,0.166782,0.580582
"10534",171319,0.166541,0.580181
"10535",171335,0.166338,0.579737
"10536",171351,0.166309,0.579591
"10537",171366,0.165996,0.578756
"10538",171382,0.166094,0.577642
"10539",171397,0.166522,0.577155
"10540",171413,0.166829,0.576479
"10541",171429,0.167199,0.577525
"10542",171460,0.166998,0.578221
"10543",171475,0.166719,0.578548
"10544",171491,0.166634,0.578938
"10545",171507,0.166582,0.578939
"10546",171522,0.166929,0.579041
"10547",171538,0.167295,0.5785
"10548",171553,0.167639,0.577879
"10549",171569,0.167846,0.577389
"10550",171585,0.168152,0.575789
"10551",171600,0.168273,0.574621
"10552",171616,0.168279,0.572995
"10553",171631,0.168222,0.571944
"10554",171647,0.168817,0.570741
"10555",171663,0.169569,0.570057
"10556",171678,0.170192,0.569309
"10557",171694,0.170598,0.567313
"10558",171709,0.170791,0.566595
"10559",171725,0.170734,0.56553
"10560",171741,0.170679,0.565058
"10561",171756,0.170965,0.565057
"10562",171772,0.171289,0.563698
"10563",171787,0.171949,0.56136
"10564",171803,0.173038,0.559299
"10565",171819,0.173662,0.55757
"10566",171834,0.174076,0.555677
"10567",171850,0.174346,0.555307
"10568",171865,0.174085,0.554621
"10569",171881,0.174209,0.553842
"10570",171912,0.174416,0.553915
"10571",171928,0.174251,0.552951
"10572",171943,0.173859,0.551996
"10573",171959,0.173308,0.550894
"10574",171975,0.172762,0.549179
"10575",171990,0.172744,0.547587
"10576",172006,0.17298,0.546324
"10577",172021,0.173245,0.545104
"10578",172037,0.1733,0.543552
"10579",172053,0.17323,0.54188
"10580",172068,0.173085,0.539957
"10581",172084,0.173405,0.538207
"10582",172099,0.173838,0.537015
"10583",172115,0.174423,0.535888
"10584",172131,0.174921,0.535029
"10585",172146,0.175336,0.534144
"10586",172162,0.175578,0.532844
"10587",172177,0.175776,0.531993
"10588",172193,0.176409,0.531013
"10589",172209,0.17636,0.530337
"10590",172224,0.176444,0.529497
"10591",172240,0.175731,0.527963
"10592",172255,0.174707,0.526501
"10593",172287,0.173971,0.524855
"10594",172302,0.173054,0.52374
"10595",172318,0.172842,0.523767
"10596",172333,0.172393,0.524263
"10597",172349,0.1721,0.525158
"10598",172365,0.172143,0.525867
"10599",172380,0.172056,0.525862
"10600",172396,0.172154,0.525168
"10601",172411,0.172495,0.524272
"10602",172427,0.172732,0.523703
"10603",172443,0.173498,0.522711
"10604",172458,0.174457,0.522321
"10605",172474,0.1744,0.523309
"10606",172489,0.17361,0.523349
"10607",172505,0.173579,0.523044
"10608",172521,0.173679,0.522239
"10609",172536,0.173776,0.521367
"10610",172552,0.173926,0.52065
"10611",172567,0.173905,0.519767
"10612",172583,0.173155,0.51961
"10613",172599,0.172989,0.518806
"10614",172614,0.172744,0.518226
"10615",172630,0.172099,0.517262
"10616",172645,0.171538,0.515957
"10617",172677,0.170947,0.515175
"10618",172692,0.170771,0.514586
"10619",172708,0.170803,0.513069
"10620",172723,0.170996,0.511679
"10621",172739,0.170548,0.510237
"10622",172755,0.170466,0.508755
"10623",172770,0.170453,0.508495
"10624",172786,0.170631,0.508894
"10625",172801,0.171197,0.50985
"10626",172817,0.171053,0.510317
"10627",172833,0.170766,0.510788
"10628",172848,0.170653,0.510796
"10629",172864,0.170362,0.510455
"10630",172879,0.171245,0.510068
"10631",172895,0.176878,0.509559
"10632",172911,0.189369,0.507031
"10633",172926,0.204708,0.50392
"10634",172942,0.22174,0.50169
"10635",172957,0.24542,0.497412
"10636",172973,0.2654,0.492327
"10637",172989,0.281608,0.486892
"10638",173004,0.295171,0.48239
"10639",173020,0.306413,0.480091
"10640",173035,0.315506,0.480092
"10641",173051,0.32355,0.481266
"10642",173067,0.330548,0.481256
"10643",173082,0.335728,0.481393
"10644",173113,0.339979,0.480896
"10645",173129,0.343244,0.480265
"10646",173145,0.345566,0.481055
"10647",173160,0.347517,0.481822
"10648",173176,0.349599,0.48171
"10649",173191,0.351363,0.481554
"10650",173207,0.352698,0.480713
"10651",173223,0.354122,0.479084
"10652",173238,0.354929,0.478889
"10653",173254,0.355703,0.478688
"10654",173269,0.355619,0.478801
"10655",173285,0.348206,0.481058
"10656",173301,0.336836,0.480357
"10657",173316,0.318267,0.474159
"10658",173332,0.296457,0.475376
"10659",173347,0.271734,0.478004
"10660",173363,0.25329,0.480742
"10661",173379,0.238664,0.486098
"10662",173394,0.225181,0.491759
"10663",173410,0.213791,0.495369
"10664",173425,0.20449,0.498619
"10665",173441,0.196555,0.50158
"10666",173472,0.190416,0.50471
"10667",173488,0.184467,0.506635
"10668",173503,0.179368,0.507672
"10669",173519,0.17453,0.508225
"10670",173535,0.171023,0.507013
"10671",173550,0.168778,0.505992
"10672",173566,0.167546,0.505464
"10673",173581,0.167406,0.504628
"10674",173597,0.168112,0.503664
"10675",173613,0.168702,0.502752
"10676",173628,0.169048,0.50113
"10677",173644,0.168888,0.500591
"10678",173659,0.16789,0.499882
"10679",173675,0.167207,0.499829
"10680",173691,0.166838,0.500797
"10681",173706,0.166378,0.501586
"10682",173722,0.166415,0.502495
"10683",173737,0.165967,0.502509
"10684",173753,0.165529,0.50245
"10685",173769,0.164809,0.501569
"10686",173784,0.163947,0.501163
"10687",173800,0.163471,0.500647
"10688",173815,0.162813,0.500419
"10689",173831,0.16216,0.500726
"10690",173847,0.161736,0.501777
"10691",173862,0.160714,0.503559
"10692",173893,0.159621,0.504857
"10693",173909,0.15832,0.50624
"10694",173925,0.15696,0.507315
"10695",173940,0.156504,0.508766
"10696",173956,0.156521,0.510163
"10697",173971,0.157246,0.509989
"10698",173987,0.157779,0.50952
"10699",174003,0.158549,0.506753
"10700",174018,0.158336,0.503952
"10701",174034,0.155181,0.494231
"10702",174049,0.155828,0.473123
"10703",174065,0.151484,0.441963
"10704",174081,0.146868,0.401744
"10705",174096,0.144047,0.368864
"10706",174112,0.140921,0.338774
"10707",174127,0.137852,0.313384
"10708",174143,0.134598,0.29356
"10709",174159,0.131309,0.274792
"10710",174174,0.127443,0.260184
"10711",174190,0.124274,0.248168
"10712",174205,0.127656,0.246967
"10713",174221,0.127824,0.241818
"10714",174237,0.130903,0.239383
"10715",174252,0.134903,0.242007
"10716",174283,0.138433,0.244313
"10717",174283,0.141216,0.245823
"10718",174315,0.143113,0.246189
"10719",174330,0.145046,0.245678
"10720",174346,0.147284,0.245184
"10721",174361,0.148854,0.243786
"10722",174377,0.151136,0.2475
"10723",174393,0.153189,0.247952
"10724",174408,0.15495,0.248272
"10725",174424,0.157258,0.249184
"10726",174439,0.159631,0.248745
"10727",174455,0.161258,0.246527
"10728",174471,0.163136,0.244305
"10729",174486,0.1647,0.241378
"10730",174502,0.166411,0.239062
"10731",174517,0.167794,0.238569
"10732",174533,0.168633,0.237974
"10733",174549,0.169041,0.238884
"10734",174564,0.169493,0.239593
"10735",174580,0.169867,0.239643
"10736",174595,0.17045,0.239848
"10737",174611,0.171186,0.240051
"10738",174627,0.171876,0.239954
"10739",174642,0.172528,0.24018
"10740",174658,0.173089,0.239982
"10741",174673,0.173508,0.23918
"10742",174705,0.174061,0.238876
"10743",174720,0.174879,0.238738
"10744",174736,0.175736,0.239468
"10745",174751,0.17657,0.239878
"10746",174767,0.177192,0.240086
"10747",174783,0.17803,0.239838
"10748",174798,0.178766,0.240024
"10749",174814,0.178517,0.243925
"10750",174829,0.177964,0.250787
"10751",174845,0.176538,0.260084
"10752",174861,0.174169,0.274845
"10753",174876,0.172434,0.294388
"10754",174892,0.171703,0.317548
"10755",174907,0.169762,0.339781
"10756",174923,0.16759,0.359306
"10757",174939,0.164535,0.376307
"10758",174954,0.160798,0.388699
"10759",174970,0.159376,0.399178
"10760",174985,0.158977,0.408472
"10761",175001,0.158896,0.415092
"10762",175017,0.159282,0.421266
"10763",175032,0.159388,0.427645
"10764",175048,0.159528,0.432735
"10765",175063,0.159673,0.437282
"10766",175079,0.159973,0.441657
"10767",175095,0.160159,0.446297
"10768",175126,0.160568,0.45089
"10769",175141,0.160535,0.455776
"10770",175157,0.160931,0.459511
"10771",175173,0.161871,0.463188
"10772",175188,0.162011,0.465503
"10773",175204,0.162455,0.466594
"10774",175219,0.162146,0.467632
"10775",175235,0.161825,0.467395
"10776",175251,0.161744,0.467838
"10777",175266,0.161709,0.469109
"10778",175282,0.161785,0.470281
"10779",175297,0.161446,0.471536
"10780",175313,0.160937,0.473085
"10781",175329,0.160824,0.475039
"10782",175344,0.160651,0.476998
"10783",175360,0.161157,0.479439
"10784",175375,0.162062,0.48209
"10785",175391,0.162338,0.484042
"10786",175407,0.162739,0.485724
"10787",175422,0.162555,0.487335
"10788",175438,0.16247,0.488708
"10789",175453,0.16236,0.490141
"10790",175469,0.162316,0.491633
"10791",175485,0.161799,0.493302
"10792",175500,0.161485,0.494998
"10793",175516,0.161137,0.496132
"10794",175547,0.160608,0.497046
"10795",175563,0.161286,0.497445
"10796",175578,0.161439,0.496799
"10797",175594,0.161713,0.497058
"10798",175609,0.162135,0.497169
"10799",175625,0.162421,0.497345
"10800",175641,0.162598,0.497574
"10801",175656,0.162902,0.497227
"10802",175672,0.162977,0.497019
"10803",175687,0.162724,0.496637
"10804",175703,0.162382,0.496368
"10805",175719,0.16214,0.496623
"10806",175734,0.162123,0.496796
"10807",175750,0.161805,0.497201
"10808",175765,0.161827,0.497865
"10809",175781,0.161688,0.497593
"10810",175797,0.16149,0.497433
"10811",175812,0.161566,0.497652
"10812",175828,0.161629,0.497406
"10813",175843,0.161496,0.497299
"10814",175859,0.161379,0.497188
"10815",175890,0.161449,0.496544
"10816",175906,0.16184,0.496254
"10817",175921,0.162665,0.496093
"10818",175937,0.163288,0.495803
"10819",175953,0.163854,0.495795
"10820",175968,0.164035,0.49546
"10821",175984,0.163783,0.495405
"10822",175999,0.163983,0.495437
"10823",176015,0.164014,0.495033
"10824",176031,0.164108,0.49473
"10825",176046,0.164291,0.494663
"10826",176062,0.164161,0.494368
"10827",176077,0.164002,0.49428
"10828",176093,0.163775,0.494156
"10829",176109,0.163678,0.494349
"10830",176124,0.163856,0.494615
"10831",176140,0.165108,0.495006
"10832",176155,0.170928,0.496007
"10833",176171,0.230883,0.504718
"10834",176187,0.377556,0.461201
"10835",176202,0,0
"10836",176233,0.443518,0.471485
"10837",176233,0,0
"10838",176249,0,0
"10839",176265,0,0
"10840",176280,0,0
"10841",176296,0,0
"10842",176311,0,0
"10843",176343,0,0
"10844",176358,0,0
"10845",176374,0,0
"10846",176389,0,0
"10847",176405,0,0
"10848",176421,0,0
"10849",176436,0,0
"10850",176452,0,0
"10851",176467,0.861984,0.834057
"10852",176483,0,0
"10853",176499,1.6434,1.24628
"10854",176514,0,0
"10855",176530,0,0
"10856",176545,0,0
"10857",176561,2.00183,1.45373
"10858",176577,0,0
"10859",176592,2.176,1.57143
"10860",176608,0,0
"10861",176623,2.26084,1.62123
"10862",176639,0,0
"10863",176655,0,0
"10864",176670,0,0
"10865",176701,2.16364,1.58833
"10866",176701,0,0
"10867",176733,2.1796,1.6043
"10868",176733,0,0
"10869",176764,2.1633,1.61013
"10870",176779,0,0
"10871",176795,2.18487,1.6379
"10872",176811,0,0
"10873",176826,2.1683,1.64378
"10874",176842,0,0
"10875",176857,2.15067,1.65129
"10876",176873,0,0
"10877",176889,2.13262,1.66045
"10878",176904,0,0
"10879",176920,2.1194,1.66339
"10880",176935,0,0
"10881",176951,0,0
"10882",176967,0,0
"10883",176982,0,0
"10884",176998,0,0
"10885",177013,0,0
"10886",177029,0,0
"10887",177045,0,0
"10888",177060,0,0
"10889",177076,0,0
"10890",177091,0,0
"10891",177123,0,0
"10892",177138,0,0
"10893",177154,0,0
"10894",177169,0,0
"10895",177185,0,0
"10896",177201,0,0
"10897",177216,0,0
"10898",177232,0,0
"10899",177247,0,0
"10900",177263,0,0
"10901",177279,1.90965,1.438
"10902",177294,1.00414,0.880041
"10903",177310,0,0
"10904",177325,0.559002,0.576687
"10905",177341,0,0
"10906",177357,0.337461,0.389815
"10907",177372,0,0
"10908",177388,0.225782,0.293851
"10909",177403,0,0
"10910",177419,0.17385,0.237913
"10911",177435,0,0
"10912",177450,0.180607,0.136503
"10913",177466,0.178202,0.0445346
"10914",177481,0,0
"10915",177497,0.177574,-0.0269112
"10916",177513,0.183497,-0.034763
"10917",177528,0.174026,-0.12359
"10918",177544,0.18089,-0.0245971
"10919",177575,0.187283,0.0577321
"10920",177591,0.198607,0.123592
"10921",177606,0.209745,0.188566
"10922",177622,0.212305,0.238732
"10923",177637,0.215347,0.266275
"10924",177653,0.212081,0.286251
"10925",177669,0.212742,0.287397
"10926",177684,0.214468,0.286949
"10927",177700,0.2162,0.2875
"10928",177715,0.217908,0.286883
"10929",177731,0.21773,0.284351
"10930",177747,0.217328,0.282358
"10931",177762,0.216625,0.28061
"10932",177778,0.214251,0.275652
"10933",177793,0.213687,0.275857
"10934",177809,0.212688,0.275118
"10935",177825,0.212036,0.273759
"10936",177840,0.211332,0.273812
"10937",177856,0.210068,0.270404
"10938",177871,0.209337,0.270236
"10939",177887,0.208607,0.270851
"10940",177903,0,0
"10941",177918,0,0
"10942",177949,0.203041,0.267417
"10943",177965,0.196472,0.262448
"10944",177981,0.188651,0.256179
"10945",177996,0.178644,0.24277
"10946",178012,0.16941,0.239606
"10947",178027,0.161727,0.238502
"10948",178043,0.155014,0.236663
"10949",178059,0.149881,0.239817
"10950",178074,0.146503,0.243164
"10951",178090,0.145498,0.249573
"10952",178105,0.143639,0.253277
"10953",178121,0.14097,0.255997
"10954",178137,0.138055,0.256024
"10955",178152,0.13471,0.254678
"10956",178168,0.132768,0.255126
"10957",178183,0.131754,0.253672
"10958",178199,0.131406,0.253604
"10959",178215,0.130745,0.252948
"10960",178230,0.130583,0.251104
"10961",178246,0.130209,0.246619
"10962",178261,0.129667,0.239682
"10963",178277,0.129142,0.232964
"10964",178293,0.128426,0.22129
"10965",178324,0.128309,0.211419
"10966",178339,0.127744,0.207269
"10967",178355,0.128264,0.20551
"10968",178371,0.128168,0.208064
"10969",178386,0.127531,0.214384
"10970",178402,0.127687,0.220902
"10971",178417,0.12765,0.225279
"10972",178433,0.126522,0.227615
"10973",178449,0.12401,0.23333
"10974",178464,0.125197,0.265733
"10975",178480,0.119095,0.290352
"10976",178495,0.117796,0.323204
"10977",178511,0.11601,0.360179
"10978",178527,0.112706,0.392352
"10979",178542,0.110989,0.424983
"10980",178573,0.094617,0.418718
"10981",178573,0.109644,0.372136
"10982",178589,0.128022,0.42734
"10983",178605,0.136175,0.394291
"10984",178620,0.150044,0.419173
"10985",178636,0.160028,0.405508
"10986",178651,0.169619,0.437052
"10987",178667,0.178279,0.433401
"10988",178683,0.182216,0.461844
"10989",178698,0.186121,0.453213
"10990",178714,0.187524,0.47079
"10991",178729,0.189458,0.462169
"10992",178761,0.19058,0.472548
"10993",178776,0.190766,0.479014
"10994",178792,0.190699,0.483153
"10995",178807,0.18978,0.485342
"10996",178823,0.189262,0.487306
"10997",178839,0.188994,0.491223
"10998",178854,0.188775,0.494061
"10999",178870,0.188183,0.497541
"11000",178885,0.187623,0.50053
"11001",178901,0.187449,0.501836
"11002",178917,0.186914,0.503331
"11003",178932,0.186397,0.504663
"11004",178948,0.186045,0.505688
"11005",178979,0.18552,0.507093
"11006",178995,0.185687,0.50938
"11007",178995,0.185975,0.511591
"11008",179026,0.186077,0.514024
"11009",179041,0.186263,0.516561
"11010",179041,0.184543,0.502691
"11011",179073,0.18393,0.490581
"11012",179088,0.183834,0.476209
"11013",179104,0.184561,0.458259
"11014",179119,0.18505,0.442213
"11015",179135,0.186528,0.426849
"11016",179151,0.187767,0.415051
"11017",179151,0.189228,0.404974
"11018",179166,0.188246,0.396844
"11019",179197,0.187486,0.39025
"11020",179213,0.186585,0.382639
"11021",179229,0.185207,0.374694
"11022",179244,0.184757,0.369425
"11023",179260,0.18335,0.36416
"11024",179275,0.182706,0.360562
"11025",179291,0.181239,0.359395
"11026",179307,0.18027,0.356587
"11027",179322,0.178472,0.355345
"11028",179338,0.177025,0.355243
"11029",179353,0.176144,0.354471
"11030",179369,0.175612,0.35489
"11031",179385,0.175337,0.355631
"11032",179400,0.174412,0.357488
"11033",179416,0.173505,0.360373
"11034",179431,0.172268,0.365177
"11035",179447,0.170739,0.372011
"11036",179463,0.168542,0.381521
"11037",179478,0.149307,0.395761
"11038",179494,0.156904,0.408325
"11039",179509,0.139219,0.407033
"11040",179525,0.156652,0.392719
"11041",179541,0.140557,0.400313
"11042",179572,0.151487,0.414966
"11043",179587,0.136634,0.428553
"11044",179603,0.138248,0.438477
"11045",179619,0.139697,0.446706
"11046",179634,0.139232,0.452357
"11047",179650,0.139412,0.455687
"11048",179665,0.140253,0.45741
"11049",179681,0.14214,0.457276
"11050",179697,0.145564,0.456354
"11051",179712,0.148463,0.455499
"11052",179728,0.149944,0.453759
"11053",179743,0.151476,0.45163
"11054",179759,0.15304,0.448114
"11055",179775,0.154513,0.443755
"11056",179790,0.156773,0.442183
"11057",179806,0.158004,0.438153
"11058",179821,0,0
"11059",179837,0,0
"11060",179853,0,0
"11061",179868,0,0
"11062",179899,0,0
"11063",179915,0,0
"11064",179931,0,0
"11065",179946,0,0
"11066",179946,0,0
"11067",179977,0,0
"11068",179993,0,0
"11069",179993,0,0
"11070",180024,0,0
"11071",180040,0,0
"11072",180055,0,0
"11073",180071,0,0
"11074",180087,0,0
"11075",180102,0,0
"11076",180118,0,0
"11077",180149,0,0
"11078",180149,0,0
"11079",180180,0,0
"11080",180196,0.171599,0.451314
"11081",180196,0,0
"11082",180227,0,0
"11083",180243,0,0
"11084",180258,0,0
"11085",180274,0,0
"11086",180274,0,0
"11087",180305,0,0
"11088",180321,0,0
"11089",180336,0,0
"11090",180352,0.183785,0.464609
"11091",180367,0,0
"11092",180383,0,0
"11093",180399,0,0
"11094",180414,0,0
"11095",180430,0,0
"11096",180445,0,0
"11097",180461,0,0
"11098",180477,0,0
"11099",180492,0,0
"11100",180508,0,0
"11101",180523,0,0
"11102",180539,0,0
"11103",180570,0,0
"11104",180586,0,0
"11105",180586,0,0
"11106",180617,0,0
"11107",180633,0,0
"11108",180648,0,0
"11109",180664,0,0
"11110",180679,0,0
"11111",180695,0,0
"11112",180695,0,0
"11113",180726,0,0
"11114",180742,0,0
"11115",180742,0,0
"11116",180773,0,0
"11117",180773,0,0
"11118",180804,0,0
"11119",180820,0,0
"11120",180835,0,0
"11121",180851,0,0
"11122",180867,0,0
"11123",180882,0,0
"11124",180898,0,0
"11125",180913,0,0
"11126",180929,0,0
"11127",180945,0,0
"11128",180976,0,0
"11129",180976,0,0
"11130",181007,0,0
"11131",181023,0,0
"11132",181038,0,0
"11133",181054,0,0
"11134",181069,0,0
"11135",181085,0,0
"11136",181101,0,0
"11137",181116,0,0
"11138",181132,0,0
"11139",181147,0,0
"11140",181163,0,0
"11141",181179,0,0
"11142",181194,0,0
"11143",181210,0,0
"11144",181225,0,0
"11145",181241,0,0
"11146",181257,0,0
"11147",181272,0,0
"11148",181288,0,0
"11149",181303,0,0
"11150",181335,0,0
"11151",181350,0,0
"11152",181366,0.173708,0.478842
"11153",181381,0.16397,0.493718
"11154",181381,0.154649,0.507341
"11155",181413,0.146615,0.522191
"11156",181428,0.141712,0.535092
"11157",181428,0.136311,0.547138
"11158",181459,0.132899,0.559457
"11159",181475,0.130036,0.567326
"11160",181491,0.127315,0.573622
"11161",181506,0.12514,0.580068
"11162",181522,0.111044,0.578561
"11163",181537,0.11727,0.578302
"11164",181537,0.125698,0.577286
"11165",181569,0.129127,0.576257
"11166",181584,0.132951,0.575525
"11167",181600,0.136463,0.574829
"11168",181615,0.139118,0.575106
"11169",181631,0.141335,0.575682
"11170",181647,0.143114,0.5769
"11171",181662,0.14404,0.5776
"11172",181678,0.145637,0.577904
"11173",181693,0.147033,0.577516
"11174",181709,0.148242,0.576385
"11175",181725,0.149321,0.574857
"11176",181740,0.149547,0.570709
"11177",181756,0,0
"11178",181771,0,0
"11179",181803,0,0
"11180",181803,0,0
"11181",181834,0,0
"11182",181834,0,0
"11183",181865,0,0
"11184",181865,0,0
