"","t","x","y"
"6987",113740,0.397692,0.558675
"6988",113755,0.407326,0.561968
"6989",113771,0.415631,0.564742
"6990",113786,0.422783,0.566888
"6991",113802,0.428898,0.567987
"6992",113818,0.434079,0.569146
"6993",113833,0.438291,0.569678
"6994",113849,0.441435,0.569033
"6995",113864,0.443757,0.568407
"6996",113880,0.445829,0.567525
"6997",113896,0.447534,0.566771
"6998",113911,0.448989,0.567042
"6999",113942,0.451062,0.567602
"7000",113958,0.454485,0.568347
"7001",113974,0.459674,0.569939
"7002",113989,0.466208,0.570542
"7003",114005,0.475341,0.570965
"7004",114020,0.486334,0.571175
"7005",114036,0.498134,0.570554
"7006",114052,0.510391,0.572415
"7007",114067,0.521608,0.573574
"7008",114083,0.531799,0.574963
"7009",114098,0.541286,0.575345
"7010",114114,0.548361,0.574811
"7011",114130,0.554198,0.574146
"7012",114145,0.558916,0.573558
"7013",114161,0.564855,0.57617
"7014",114176,0.589681,0.610059
"7015",114192,0.63173,0.669573
"7016",114208,0.747761,0.82994
"7017",114223,0.933272,1.09748
"7018",114239,0,0
"7019",114254,0,0
"7020",114270,0,0
"7021",114301,1.29961,1.40525
"7022",114317,0,0
"7023",114332,0,0
"7024",114348,0,0
"7025",114364,0,0
"7026",114379,0,0
"7027",114395,1.43803,1.62034
"7028",114410,0,0
"7029",114426,0,0
"7030",114442,0,0
"7031",114457,0,0
"7032",114473,0,0
"7033",114488,0,0
"7034",114504,0,0
"7035",114520,0,0
"7036",114535,0,0
"7037",114551,0,0
"7038",114566,0,0
"7039",114582,0,0
"7040",114598,0,0
"7041",114613,0,0
"7042",114629,0,0
"7043",114644,0,0
"7044",114660,0,0
"7045",114676,0,0
"7046",114691,0,0
"7047",114707,0,0
"7048",114722,0,0
"7049",114754,0,0
"7050",114769,0,0
"7051",114785,0,0
"7052",114800,0,0
"7053",114816,0,0
"7054",114832,0,0
"7055",114847,0,0
"7056",114863,0,0
"7057",114878,0,0
"7058",114894,0,0
"7059",114910,0,0
"7060",114925,0,0
"7061",114941,0,0
"7062",114956,0,0
"7063",114972,0,0
"7064",114988,0,0
"7065",115003,0,0
"7066",115019,0,0
"7067",115034,0,0
"7068",115050,0,0
"7069",115066,0,0
"7070",115097,0,0
"7071",115112,0,0
"7072",115128,0,0
"7073",115144,0,0
"7074",115159,0,0
"7075",115175,0,0
"7076",115190,0,0
"7077",115206,0,0
"7078",115222,0,0
"7079",115237,0,0
"7080",115253,0,0
"7081",115268,0,0
"7082",115284,0,0
"7083",115300,0,0
"7084",115315,0,0
"7085",115331,0,0
"7086",115346,0,0
"7087",115362,0,0
"7088",115378,0,0
"7089",115393,0,0
"7090",115409,0,0
"7091",115424,0,0
"7092",115440,0,0
"7093",115456,0,0
"7094",115471,0,0
"7095",115502,0,0
"7096",115518,0,0
"7097",115534,0,0
"7098",115549,0,0
"7099",115565,0,0
"7100",115580,0,0
"7101",115596,0,0
"7102",115612,0,0
"7103",115627,0,0
"7104",115643,0,0
"7105",115658,0,0
"7106",115674,0,0
"7107",115690,0,0
"7108",115705,0,0
"7109",115721,0,0
"7110",115736,0,0
"7111",115752,0,0
"7112",115768,0,0
"7113",115783,0,0
"7114",115799,0,0
"7115",115814,0,0
"7116",115830,0,0
"7117",115861,0,0
"7118",115861,0,0
"7119",115877,0,0
"7120",115892,0,0
"7121",115924,0,0
"7122",115939,0,0
"7123",115955,0,0
"7124",115970,0,0
"7125",115986,0,0
"7126",116002,0,0
"7127",116017,0,0
"7128",116033,0,0
"7129",116048,0,0
"7130",116064,0,0
"7131",116080,0,0
"7132",116095,0,0
"7133",116111,0,0
"7134",116126,0,0
"7135",116142,0,0
"7136",116158,0,0
"7137",116173,0,0
"7138",116189,0,0
"7139",116204,0,0
"7140",116220,0,0
"7141",116236,0,0
"7142",116251,0,0
"7143",116282,0,0
"7144",116298,0,0
"7145",116314,0,0
"7146",116329,0,0
"7147",116345,0,0
"7148",116360,0,0
"7149",116376,0,0
"7150",116392,0,0
"7151",116407,0,0
"7152",116423,0,0
"7153",116438,0,0
"7154",116454,0,0
"7155",116470,0,0
"7156",116485,0,0
"7157",116501,0,0
"7158",116516,0,0
"7159",116532,0,0
"7160",116563,0,0
"7161",116563,0,0
"7162",116579,0,0
"7163",116594,0,0
"7164",116610,0,0
"7165",116626,0,0
"7166",116641,0,0
"7167",116657,0,0
"7168",116672,0,0
"7169",116704,0,0
"7170",116719,0,0
"7171",116735,0,0
"7172",116750,0,0
"7173",116766,0,0
"7174",116782,0,0
"7175",116797,0,0
"7176",116813,0,0
"7177",116828,0,0
"7178",116844,0,0
"7179",116860,0,0
"7180",116875,0,0
"7181",116891,0,0
"7182",116906,0,0
"7183",116922,0,0
"7184",116938,0,0
"7185",116953,0,0
"7186",116969,0,0
"7187",116984,0,0
"7188",117000,0,0
"7189",117016,0,0
"7190",117031,0,0
"7191",117047,0,0
"7192",117062,0,0
"7193",117078,0,0
"7194",117094,0,0
"7195",117109,0,0
"7196",117140,0,0
"7197",117156,0,0
"7198",117172,0,0
"7199",117187,0,0
"7200",117203,0,0
"7201",117218,0,0
"7202",117234,0,0
"7203",117250,0,0
"7204",117265,0,0
"7205",117281,0,0
"7206",117296,0,0
"7207",117312,0,0
"7208",117328,0,0
"7209",117343,0,0
"7210",117359,0,0
"7211",117374,0,0
"7212",117390,0,0
"7213",117406,0,0
"7214",117421,0,0
"7215",117437,0,0
"7216",117468,0,0
"7217",117484,0,0
"7218",117499,0,0
"7219",117515,0,0
"7220",117530,0,0
"7221",117546,0,0
"7222",117562,0,0
"7223",117577,0,0
"7224",117593,1.31085,1.65676
"7225",117608,0,0
"7226",117624,0,0
"7227",117640,0,0
"7228",117655,0,0
"7229",117671,0,0
"7230",117686,0,0
"7231",117702,0,0
"7232",117718,0,0
"7233",117733,0,0
"7234",117749,0,0
"7235",117764,0,0
"7236",117780,0,0
"7237",117796,0,0
"7238",117811,0,0
"7239",117827,0,0
"7240",117842,0,0
"7241",117858,0,0
"7242",117874,0,0
"7243",117889,0,0
"7244",117905,0,0
"7245",117920,0.800746,0.736888
"7246",117952,0.44174,0.0525959
"7247",117967,0.266989,-0.307958
"7248",117983,0.183644,-0.50274
"7249",117998,0.143971,-0.643494
"7250",118014,0.128104,-0.701767
"7251",118030,0.121491,-0.762149
"7252",118045,0.119074,-0.77411
"7253",118061,0.117422,-0.787878
"7254",118076,0.1151,-0.806708
"7255",118092,0.112082,-0.829723
"7256",118108,0.110403,-0.848139
"7257",118123,0.107087,-0.861723
"7258",118139,0.10365,-0.871174
"7259",118154,0.101696,-0.880453
"7260",118170,0.100046,-0.886045
"7261",118186,0.0982217,-0.89458
"7262",118201,0.0974585,-0.900392
"7263",118217,0.0961,-0.904131
"7264",118232,0.0938943,-0.909424
"7265",118248,0.0922883,-0.911106
"7266",118264,0.0906932,-0.914576
"7267",118279,0.0891848,-0.914046
"7268",118295,0.0873153,-0.918356
"7269",118326,0.0855548,-0.923054
"7270",118342,0.084625,-0.924046
"7271",118357,0.0842155,-0.926468
"7272",118373,0.0850012,-0.926957
"7273",118388,0.0854876,-0.92768
"7274",118404,0.0864008,-0.926529
"7275",118420,0.0871714,-0.926423
"7276",118435,0.0882879,-0.923191
"7277",118451,0.0896301,-0.919699
"7278",118466,0.0913874,-0.915355
"7279",118482,0.0937641,-0.905979
"7280",118498,0.0949637,-0.894687
"7281",118513,0.0954625,-0.883231
"7282",118529,0,0
"7283",118544,0,0
"7284",118560,0,0
"7285",118576,0,0
"7286",118591,0,0
"7287",118607,0,0
"7288",118622,0,0
"7289",118638,0,0
"7290",118654,0,0
"7291",118669,0,0
"7292",118685,0,0
"7293",118700,0,0
"7294",118716,0.101859,-0.697264
"7295",118732,0.122625,0.0081147
"7296",118763,0.139114,0.367325
"7297",118778,0.146536,0.555691
"7298",118794,0.149242,0.670069
"7299",118810,0.152408,0.743644
"7300",118825,0.119516,0.744722
"7301",118841,0.130446,0.746666
"7302",118856,0.140416,0.748414
"7303",118872,0.150436,0.751153
"7304",118888,0.158759,0.754656
"7305",118903,0.170639,0.759188
"7306",118919,0.18081,0.762672
"7307",118934,0.189728,0.765183
"7308",118950,0.2017,0.769542
"7309",118966,0.245504,0.808381
"7310",118981,0.328965,0.893527
"7311",118997,0.520137,1.09321
"7312",119012,0.841172,1.41807
"7313",119028,1.22114,1.71006
"7314",119044,0,0
"7315",119059,0,0
"7316",119075,0,0
"7317",119090,0,0
"7318",119106,0,0
"7319",119122,0,0
"7320",119137,0,0
"7321",119168,0,0
"7322",119168,0,0
"7323",119200,0,0
"7324",119215,0,0
"7325",119231,0,0
"7326",119246,0,0
"7327",119262,0,0
"7328",119278,0,0
"7329",119293,0,0
"7330",119309,0,0
"7331",119324,0,0
"7332",119340,0,0
"7333",119356,0,0
"7334",119371,0,0
"7335",119387,0,0
"7336",119402,0,0
"7337",119418,0,0
"7338",119434,0,0
"7339",119449,0,0
"7340",119465,0,0
"7341",119480,0,0
"7342",119496,0,0
"7343",119512,0,0
"7344",119527,0,0
"7345",119543,0,0
"7346",119574,0,0
"7347",119590,0,0
"7348",119605,0,0
"7349",119621,0,0
"7350",119636,0,0
"7351",119652,0,0
"7352",119668,0,0
"7353",119683,0,0
"7354",119699,0,0
"7355",119714,0,0
"7356",119730,0,0
"7357",119746,0,0
"7358",119761,0,0
"7359",119777,0,0
"7360",119792,0,0
"7361",119808,0,0
"7362",119824,0,0
"7363",119839,0,0
"7364",119855,0,0
"7365",119870,0,0
"7366",119886,0,0
"7367",119902,0,0
"7368",119917,0,0
"7369",119933,0,0
"7370",119964,0,0
"7371",119980,0,0
"7372",119995,0,0
"7373",120011,0,0
"7374",120026,0,0
"7375",120042,0,0
"7376",120058,0,0
"7377",120073,0,0
"7378",120089,0,0
"7379",120104,0,0
"7380",120120,0,0
"7381",120136,0,0
"7382",120151,0,0
"7383",120167,0,0
"7384",120182,0,0
"7385",120198,0,0
"7386",120214,0,0
"7387",120229,0,0
"7388",120245,0,0
"7389",120260,0,0
"7390",120276,0,0
"7391",120292,0,0
"7392",120307,0,0
"7393",120323,0,0
"7394",120354,0,0
"7395",120370,0,0
"7396",120385,0,0
"7397",120401,0,0
"7398",120416,0,0
"7399",120432,0,0
"7400",120448,0,0
"7401",120463,0,0
"7402",120479,0,0
"7403",120494,0,0
"7404",120510,0,0
"7405",120526,1.16186,1.2371
"7406",120541,1.33167,0.985852
"7407",120557,1.42953,0.851239
"7408",120572,1.52907,0.763273
"7409",120588,1.5135,0.772669
"7410",120604,1.55752,0.728955
"7411",120619,1.54001,0.745891
"7412",120635,1.57356,0.741005
"7413",120650,1.57012,0.742843
"7414",120666,1.58436,0.737291
"7415",120682,1.58315,0.740115
"7416",120697,1.5985,0.738199
"7417",120713,1.59283,0.734091
"7418",120728,1.59433,0.734829
"7419",120744,1.58498,0.739629
"7420",120760,1.5821,0.738755
"7421",120775,1.57869,0.738686
"7422",120806,1.57639,0.739645
"7423",120822,1.57485,0.739927
"7424",120838,1.57352,0.740867
"7425",120853,1.57106,0.743083
"7426",120869,1.56813,0.74387
"7427",120884,1.56547,0.744511
"7428",120900,1.56208,0.745439
"7429",120916,1.56057,0.747008
"7430",120931,1.55918,0.747762
"7431",120947,1.55664,0.748559
"7432",120962,1.55517,0.749105
"7433",120978,1.55277,0.748701
"7434",120994,1.55108,0.750157
"7435",121009,1.55031,0.751595
"7436",121025,1.54905,0.753382
"7437",121040,1.54869,0.755781
"7438",121056,1.548,0.758015
"7439",121072,1.54719,0.760893
"7440",121087,1.55814,0.765808
"7441",121103,1.55509,0.769748
"7442",121118,1.56645,0.769031
"7443",121134,1.55819,0.770371
"7444",121165,1.55426,0.768766
"7445",121165,1.53571,0.764798
"7446",121196,1.52547,0.761749
"7447",121212,1.51304,0.757693
"7448",121228,1.5042,0.753974
"7449",121243,1.49696,0.750934
"7450",121259,1.48924,0.748233
"7451",121274,1.48187,0.744614
"7452",121290,1.47506,0.742688
"7453",121306,1.47032,0.741827
"7454",121321,1.46589,0.741982
"7455",121337,1.46306,0.737113
"7456",121352,0,0
"7457",121368,0,0
"7458",121384,0,0
"7459",121399,0,0
"7460",121415,0,0
"7461",121430,0,0
"7462",121446,0,0
"7463",121462,0,0
"7464",121477,0,0
"7465",121493,0,0
"7466",121508,0,0
"7467",121524,0,0
"7468",121540,0,0
"7469",121555,0,0
"7470",121571,0,0
"7471",121586,1.45463,0.729337
"7472",121618,1.44965,0.718722
"7473",121633,1.44159,0.710483
"7474",121649,1.43422,0.702392
"7475",121664,1.42657,0.697652
"7476",121680,1.42144,0.696759
"7477",121696,1.41952,0.699545
"7478",121711,1.41818,0.702594
"7479",121727,1.41779,0.706024
"7480",121742,1.41622,0.710572
"7481",121758,1.41634,0.713375
"7482",121774,1.41686,0.717192
"7483",121789,1.41776,0.720979
"7484",121805,1.4196,0.725362
"7485",121820,1.42023,0.727906
"7486",121836,1.42034,0.729125
"7487",121852,1.41839,0.732719
"7488",121867,1.41635,0.73853
"7489",121883,1.41436,0.745871
"7490",121898,1.41298,0.754218
"7491",121914,1.41347,0.760377
"7492",121930,1.41402,0.766329
"7493",121945,1.4164,0.773921
"7494",121961,1.41852,0.780632
"7495",121976,1.42079,0.787015
"7496",121992,1.42303,0.79383
"7497",122008,1.42426,0.798963
"7498",122039,1.42489,0.804333
"7499",122054,1.4262,0.808671
"7500",122070,1.42722,0.810545
"7501",122086,1.42835,0.812153
"7502",122101,1.4295,0.812724
"7503",122117,1.43065,0.813217
"7504",122132,1.43182,0.81406
"7505",122148,1.43225,0.814334
"7506",122164,1.43307,0.814821
"7507",122179,1.4354,0.81565
"7508",122195,1.4379,0.816724
"7509",122210,1.44203,0.818086
"7510",122226,1.44629,0.819174
"7511",122242,1.45103,0.819143
"7512",122257,1.45629,0.818251
"7513",122273,1.463,0.816943
"7514",122288,1.4687,0.815392
"7515",122304,1.47624,0.814826
"7516",122320,1.48167,0.814332
"7517",122351,1.48752,0.814767
"7518",122366,1.49218,0.815316
"7519",122382,1.49484,0.815837
"7520",122398,1.49707,0.816857
"7521",122413,1.49765,0.816423
"7522",122429,1.49809,0.81579
"7523",122444,1.49836,0.815215
"7524",122460,1.49895,0.814599
"7525",122476,1.50042,0.81463
"7526",122491,1.50194,0.814986
"7527",122507,1.50355,0.816161
"7528",122522,1.50526,0.817787
"7529",122538,1.50615,0.820693
"7530",122554,1.50665,0.823447
"7531",122569,1.5064,0.824603
"7532",122585,1.50556,0.825325
"7533",122600,1.50551,0.824662
"7534",122616,1.50575,0.823165
"7535",122632,1.50549,0.821955
"7536",122647,1.50531,0.82124
"7537",122663,1.50515,0.820017
"7538",122678,1.50513,0.819
"7539",122694,1.50643,0.818942
"7540",122710,1.50837,0.819117
"7541",122725,1.50979,0.819075
"7542",122741,1.511,0.819342
"7543",122756,1.51187,0.818619
"7544",122788,1.51219,0.817554
"7545",122803,1.50863,0.818989
"7546",122819,1.51601,0.818414
"7547",122834,1.51627,0.818154
"7548",122850,1.51685,0.818217
"7549",122866,1.51697,0.817742
"7550",122881,1.51715,0.817462
"7551",122897,1.51754,0.817786
"7552",122912,1.51755,0.81872
"7553",122928,1.5186,0.820325
"7554",122944,1.519,0.821314
"7555",122959,1.51916,0.822544
"7556",122975,1.51954,0.824406
"7557",122990,0,0
"7558",123006,0,0
"7559",123022,0,0
"7560",123037,0,0
"7561",123053,0,0
"7562",123068,0,0
"7563",123084,0,0
"7564",123100,0,0
"7565",123115,0,0
"7566",123131,0,0
"7567",123146,0,0
"7568",123162,0,0
"7569",123178,0,0
"7570",123193,0,0
"7571",123209,0,0
"7572",123224,0,0
"7573",123256,0,0
"7574",123271,0,0
"7575",123287,1.4313,0.74212
"7576",123302,0.795565,0.1063
"7577",123318,0.485313,-0.0361898
"7578",123334,0.312798,-0.0429708
"7579",123349,0,0
"7580",123365,0.180618,0.153186
"7581",123380,0.12039,0.257342
"7582",123396,0.0974015,0.318101
"7583",123412,0.0957456,0.34402
"7584",123427,0.0988048,0.366377
"7585",123443,0.100153,0.377065
"7586",123458,0.100517,0.382296
"7587",123474,0.100445,0.384115
"7588",123490,0.0997658,0.386951
"7589",123505,0.0991853,0.38934
"7590",123521,0.0978369,0.391382
"7591",123536,0.0968652,0.392714
"7592",123552,0.0964841,0.39317
"7593",123583,0.096217,0.394835
"7594",123583,0.0969211,0.397649
"7595",123614,0.100084,0.382717
"7596",123614,0.104344,0.36819
"7597",123630,0.113954,0.369731
"7598",123661,0.122265,0.37014
"7599",123677,0.129073,0.371044
"7600",123692,0.136201,0.372517
"7601",123708,0.142526,0.373711
"7602",123724,0.147463,0.375405
"7603",123739,0.147045,0.361232
"7604",123755,0.148785,0.351851
"7605",123770,0.150711,0.347347
"7606",123786,0.160013,0.362709
"7607",123802,0.163339,0.362357
"7608",123817,0.16793,0.36511
"7609",123833,0.171955,0.370576
"7610",123848,0.176649,0.379926
"7611",123864,0.180893,0.388628
"7612",123880,0.184417,0.39928
"7613",123895,0.187945,0.408013
"7614",123911,0.190341,0.416086
"7615",123926,0.19217,0.422717
"7616",123942,0.194702,0.428324
"7617",123958,0.197025,0.433285
"7618",123973,0.198996,0.437972
"7619",123989,0.201122,0.441851
"7620",124020,0.202407,0.446008
"7621",124036,0.20309,0.449354
"7622",124051,0.20423,0.452175
"7623",124067,0.205036,0.455047
"7624",124082,0.208444,0.462254
"7625",124098,0.210483,0.465815
"7626",124114,0.212159,0.469059
"7627",124129,0.213679,0.47143
"7628",124145,0.214891,0.473096
"7629",124160,0.215693,0.474622
"7630",124176,0.216791,0.475981
"7631",124192,0.218166,0.477486
"7632",124207,0.21942,0.479247
"7633",124223,0.220374,0.480207
"7634",124238,0.220914,0.480855
"7635",124254,0.220029,0.479119
"7636",124270,0.220083,0.478747
"7637",124285,0.220125,0.478495
"7638",124301,0.221275,0.480665
"7639",124316,0.221472,0.480019
"7640",124332,0.221782,0.48092
"7641",124348,0.220464,0.47887
"7642",124363,0.21941,0.478643
"7643",124379,0.217938,0.478272
"7644",124394,0.215969,0.477801
"7645",124410,0.213835,0.477363
"7646",124426,0.212118,0.477381
"7647",124457,0.207583,0.46702
"7648",124457,0,0
"7649",124472,0,0
"7650",124488,0,0
"7651",124519,0,0
"7652",124535,0,0
"7653",124550,0,0
"7654",124566,0,0
"7655",124582,0,0
"7656",124597,0,0
"7657",124613,0,0
"7658",124628,0,0
"7659",124644,0,0
"7660",124660,0,0
"7661",124675,0,0
"7662",124691,0,0
"7663",124706,0,0
"7664",124722,0,0
"7665",124738,0,0
"7666",124753,0.19761,0.449509
"7667",124769,0.164823,0.3918
"7668",124784,0,0
"7669",124816,0.114918,0.352028
"7670",124831,0.118929,0.374231
"7671",124847,0.130243,0.21956
"7672",124862,0.130796,0.318412
"7673",124878,0.123686,0.402029
"7674",124894,0.128444,0.456627
"7675",124909,0.14537,0.38836
"7676",124925,0.148046,0.352125
"7677",124940,0.172954,0.412693
"7678",124956,0.187078,0.454275
"7679",124972,0.183213,0.437818
"7680",124987,0.187611,0.434212
"7681",125003,0.192363,0.454192
"7682",125018,0.19721,0.471405
"7683",125034,0.194913,0.456366
"7684",125050,0.19487,0.451592
"7685",125065,0.191419,0.426068
"7686",125081,0.195302,0.448128
"7687",125096,0.195588,0.48035
"7688",125112,0.204518,0.515319
"7689",125128,0.208846,0.549592
"7690",125143,0.213418,0.583787
"7691",125159,0.217278,0.612556
"7692",125174,0.221273,0.637459
"7693",125190,0.22356,0.652796
"7694",125206,0.225587,0.666628
"7695",125237,0.227784,0.680444
"7696",125252,0.229404,0.692165
"7697",125268,0.231194,0.702964
"7698",125284,0.23277,0.712313
"7699",125299,0.233813,0.720466
"7700",125315,0.234936,0.728968
"7701",125330,0.236005,0.736162
"7702",125346,0.237333,0.74337
"7703",125362,0.239029,0.75001
"7704",125377,0.240477,0.756397
"7705",125393,0.24177,0.762463
"7706",125408,0.242794,0.767991
"7707",125424,0.24389,0.773208
"7708",125440,0.244904,0.776792
"7709",125455,0.245677,0.779665
"7710",125471,0.246439,0.782516
"7711",125486,0.247574,0.78515
"7712",125502,0.248605,0.78772
"7713",125518,0.24984,0.790281
"7714",125533,0.251095,0.792372
"7715",125549,0.251969,0.794196
"7716",125564,0.252507,0.795405
"7717",125580,0.252896,0.79665
"7718",125596,0.253324,0.798053
"7719",125611,0.25391,0.799367
"7720",125627,0.257352,0.800891
"7721",125642,0.281102,0.810471
"7722",125674,0.353641,0.855457
"7723",125689,0.496255,0.947125
"7724",125705,0.744227,1.08977
"7725",125720,1.01522,1.28215
"7726",125736,0,0
"7727",125752,0,0
"7728",125767,0,0
"7729",125783,0,0
"7730",125798,0,0
"7731",125814,0,0
"7732",125830,0,0
"7733",125845,0,0
"7734",125861,0,0
"7735",125876,0,0
"7736",125892,0,0
"7737",125908,0,0
"7738",125923,0,0
"7739",125939,0,0
"7740",125954,0,0
"7741",125970,0,0
"7742",125986,0,0
"7743",126001,0,0
"7744",126017,0,0
"7745",126048,0,0
"7746",126048,0,0
"7747",126079,0,0
"7748",126079,0,0
"7749",126110,0,0
"7750",126126,0,0
"7751",126142,0,0
"7752",126157,0,0
"7753",126173,0,0
"7754",126188,0,0
"7755",126204,0,0
"7756",126220,0,0
"7757",126235,0,0
"7758",126251,0,0
"7759",126266,0,0
"7760",126282,0,0
"7761",126298,0,0
"7762",126313,0,0
"7763",126329,0,0
"7764",126344,0,0
"7765",126360,0,0
"7766",126376,0,0
"7767",126391,0,0
"7768",126407,0,0
"7769",126438,0,0
"7770",126454,0,0
"7771",126469,0,0
"7772",126485,0,0
"7773",126500,0,0
"7774",126516,0,0
"7775",126532,0,0
"7776",126547,0,0
"7777",126563,0,0
"7778",126578,0,0
"7779",126594,0,0
"7780",126610,0,0
"7781",126625,0,0
"7782",126641,0,0
"7783",126656,0,0
"7784",126672,0,0
"7785",126688,0,0
"7786",126703,0,0
"7787",126719,0,0
"7788",126734,0,0
"7789",126750,0,0
"7790",126766,0,0
"7791",126781,0,0
"7792",126797,0,0
"7793",126828,0,0
"7794",126844,0,0
"7795",126859,0,0
"7796",126875,0,0
"7797",126890,0,0
"7798",126906,0,0
"7799",126922,0,0
"7800",126937,0,0
"7801",126953,0,0
"7802",126968,0,0
"7803",126984,0,0
"7804",127000,0,0
"7805",127015,0,0
"7806",127031,0,0
"7807",127046,0,0
"7808",127062,0,0
"7809",127078,0,0
"7810",127093,0,0
"7811",127109,0,0
"7812",127124,0,0
"7813",127140,0,0
"7814",127156,0,0
"7815",127171,0,0
"7816",127187,0,0
"7817",127202,0,0
"7818",127218,0,0
"7819",127249,0,0
"7820",127265,0,0
"7821",127280,0,0
"7822",127296,0,0
"7823",127312,0,0
"7824",127327,0,0
"7825",127343,0,0
"7826",127358,0,0
"7827",127374,0,0
"7828",127390,0.804076,1.08233
"7829",127421,0.683346,0.930568
"7830",127421,0.521422,0.736726
"7831",127436,0.327734,0.532941
"7832",127452,0.282893,0.438573
"7833",127468,0.241041,0.40364
"7834",127483,0.214546,0.373174
"7835",127499,0.210078,0.365909
"7836",127514,0.205828,0.362895
"7837",127530,0.204186,0.361923
"7838",127546,0.201909,0.360464
"7839",127561,0.200667,0.359047
"7840",127577,0.200495,0.356981
"7841",127592,0.200804,0.354841
"7842",127608,0.201702,0.352893
"7843",127624,0.202514,0.351651
"7844",127639,0.202685,0.350339
"7845",127655,0.202866,0.349379
"7846",127670,0.202543,0.348191
"7847",127702,0.20201,0.346604
"7848",127717,0.201895,0.344022
"7849",127733,0.201736,0.34048
"7850",127748,0.20182,0.336696
"7851",127764,0.201809,0.331467
"7852",127780,0.201383,0.326385
"7853",127795,0.201157,0.322022
"7854",127811,0.200469,0.317155
"7855",127826,0.199865,0.313027
"7856",127842,0.199698,0.309813
"7857",127858,0.199918,0.306449
"7858",127873,0.200778,0.304022
"7859",127889,0.201469,0.302136
"7860",127904,0.201632,0.300608
"7861",127920,0.201565,0.299528
"7862",127936,0.200853,0.298035
"7863",127951,0.200594,0.295711
"7864",127967,0.200656,0.293215
"7865",127982,0.200722,0.291172
"7866",127998,0.201303,0.28891
"7867",128014,0.201524,0.28789
"7868",128029,0.201596,0.287412
"7869",128045,0.20159,0.286833
"7870",128060,0.201266,0.286589
"7871",128076,0.201352,0.285892
"7872",128107,0.201316,0.285111
"7873",128123,0.201336,0.284232
"7874",128138,0.201513,0.283619
"7875",128154,0.201628,0.28293
"7876",128170,0.201652,0.282058
"7877",128185,0.201272,0.28123
"7878",128201,0.200758,0.280432
"7879",128216,0.199997,0.27978
"7880",128232,0.199467,0.279762
"7881",128248,0.199255,0.280189
"7882",128263,0.199426,0.280915
"7883",128279,0.199589,0.282338
"7884",128294,0.199544,0.282751
"7885",128310,0.199618,0.28307
"7886",128326,0.199185,0.283345
"7887",128341,0.198827,0.283243
"7888",128357,0.198399,0.283742
"7889",128372,0.198068,0.284097
"7890",128388,0.197931,0.284437
"7891",128404,0.19761,0.284874
"7892",128419,0.197327,0.285269
"7893",128435,0.196847,0.285628
"7894",128450,0.196344,0.285336
"7895",128482,0.196095,0.284551
"7896",128482,0.196624,0.289623
"7897",128513,0.195831,0.288008
"7898",128528,0.195114,0.287318
"7899",128544,0.196779,0.287969
"7900",128560,0.208278,0.298158
"7901",128575,0.255583,0.332884
"7902",128591,0.365454,0.429694
"7903",128606,0.552433,0.58523
"7904",128622,0,0
"7905",128638,0,0
"7906",128653,0,0
"7907",128669,0,0
"7908",128684,0,0
"7909",128700,0,0
"7910",128716,0,0
"7911",128731,0,0
"7912",128747,0,0
"7913",128762,0,0
"7914",128778,0,0
"7915",128794,0,0
"7916",128809,0,0
"7917",128825,0,0
"7918",128840,0,0
"7919",128856,0,0
"7920",128872,0,0
"7921",128903,0,0
"7922",128918,0,0
"7923",128934,0,0
"7924",128950,0,0
"7925",128965,0,0
"7926",128981,0,0
"7927",128996,0,0
"7928",129012,0,0
"7929",129028,0,0
"7930",129043,0,0
"7931",129059,0,0
"7932",129074,0,0
"7933",129090,0,0
"7934",129106,0,0
"7935",129121,0,0
"7936",129137,0,0
"7937",129152,0,0
"7938",129168,0,0
"7939",129184,0,0
"7940",129199,0,0
"7941",129215,0,0
"7942",129230,0,0
"7943",129246,0,0
"7944",129277,0,0
"7945",129293,0,0
"7946",129308,0,0
"7947",129324,0,0
"7948",129340,0,0
"7949",129355,0,0
"7950",129371,0,0
"7951",129386,0,0
"7952",129402,0,0
"7953",129418,0,0
"7954",129433,0,0
"7955",129449,0,0
"7956",129464,0,0
"7957",129480,0,0
"7958",129496,0,0
"7959",129511,0,0
"7960",129527,0,0
"7961",129558,0,0
"7962",129574,0,0
"7963",129589,0,0
"7964",129605,0,0
"7965",129620,0,0
"7966",129636,0,0
"7967",129652,0,0
"7968",129667,0,0
"7969",129683,0,0
"7970",129698,0,0
"7971",129714,0,0
"7972",129730,0,0
"7973",129745,0,0
"7974",129761,0,0
"7975",129776,0,0
"7976",129792,0,0
"7977",129808,0,0
"7978",129823,0,0
"7979",129839,0,0
"7980",129854,0,0
"7981",129870,0,0
"7982",129886,0,0
"7983",129901,0,0
"7984",129917,0,0
"7985",129932,0,0
"7986",129948,0,0
"7987",129964,0,0
"7988",129979,0,0
"7989",129995,0,0
"7990",130010,0,0
"7991",130026,0,0
"7992",130057,0,0
"7993",130073,0,0
"7994",130088,0,0
"7995",130104,0,0
"7996",130120,0,0
"7997",130135,0,0
"7998",130151,0,0
"7999",130166,0,0
"8000",130182,0,0
"8001",130198,0,0
"8002",130213,0,0
"8003",130229,0,0
"8004",130244,0,0
"8005",130260,0,0
"8006",130276,0,0
"8007",130291,0,0
"8008",130307,0,0
"8009",130322,0,0
"8010",130338,0,0
"8011",130354,0,0
"8012",130369,0,0
"8013",130385,0,0
"8014",130400,0,0
